Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300380,22-Jul-15,29-May-14,18581636,1858163600,18581636,100,1144,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300380,SRX554185,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621471,SAMN02740577,simple,33656,Phaeocystis,MMETSP1162,,,,,,,no,,,,,NCGR,SRA167331,,public,1606B157B9C7C84B3692073E4FD2A0AE,D9A7EA3E06D0E58F51A780A9779572D6
SRR1300381,22-Jul-15,29-May-14,22282799,2228279900,22282799,100,1384,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300381,SRX554186,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621472,SAMN02740054,simple,1034831,Rhizochromulina marina,MMETSP1173,,,,,,,no,,,,,NCGR,SRA167331,,public,C946EC219195BE6AB4467A70847424C2,233A7CD95BDF81B4DFB88B1F375D4278
SRR1300382,22-Jul-15,29-May-14,19360814,1936081400,19360814,100,1141,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300382,SRX554187,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621474,SAMN02740582,simple,265551,Synedropsis cf. recta,MMETSP1176,,,,,,,no,,,,,NCGR,SRA167331,,public,E0D2DC4DFF8038BC52BD94112E5E2B3D,FED36A0A6A7AF6F755D6543DED5ECDC2
SRR1300383,22-Jul-15,29-May-14,22416939,2241693900,22416939,100,1286,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300383,SRX554188,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621473,SAMN02740124,simple,2985,Ochromonas,MMETSP1177,,,,,,,no,,,,,NCGR,SRA167331,,public,A7CBC9EB1BC333C6D9400FC8035211F3,4EAE259307658924CEAB017042849228
SRR1300384,22-Jul-15,29-May-14,22874070,2287407000,22874070,100,1402,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300384,SRX554189,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621475,SAMN02740130,simple,100272,uncultured eukaryote,MMETSP1178,,,,,,,no,,,,,NCGR,SRA167331,,public,C409157314EA4B3F387B559EC7C50BFC,BB3FB9D7417A37DD49D90C84A11E6C8D
SRR1300385,22-Jul-15,29-May-14,12910956,1291095600,12910956,100,771,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300385,SRX554190,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621476,SAMN02740262,simple,1411660,Chrysocystis fragilis,MMETSP1165,,,,,,,no,,,,,NCGR,SRA167331,,public,951BCFE945EE80970632DBC168653889,0B9A00C3C0866F5DC0CE55D0794C8A8B
SRR1300387,22-Jul-15,30-May-14,25408681,2540868100,25408681,100,1541,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300387,SRX554192,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621477,SAMN02740143,simple,708627,Timspurckia oligopyrenoides,MMETSP1172,,,,,,,no,,,,,NCGR,SRA167331,,public,CE38B2A898E37FC935AFD63CD72CEA9B,DCEDF46308BA8C9193AE1E5470D44353
SRR1300388,22-Jul-15,29-May-14,25229035,2522903500,25229035,100,1573,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300388,SRX554193,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621478,SAMN02740578,simple,1104430,Chrysoreinhardia,MMETSP1164,,,,,,,no,,,,,NCGR,SRA167331,,public,CC5055EEF949038AB447344EA8EE793A,0460A78733A1C6CE1E4AC6822F171E3B
SRR1300389,22-Jul-15,30-May-14,21857694,2185769400,21857694,100,1386,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300389,SRX554194,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621479,SAMN02740232,simple,249344,Picochlorum,MMETSP1330,,,,,,,no,,,,,NCGR,SRA167331,,public,E7CD1251A390FF147B8B5D168B887135,DE46D96E4141EB83670C899086413BE9
SRR1300390,22-Jul-15,30-May-14,42318868,4231886800,42318868,100,2577,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300390,SRX554195,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621480,SAMN02740037,simple,29205,Cyclotella meneghiniana,MMETSP1057,,,,,,,no,,,,,NCGR,SRA167331,,public,56956667A47DEFA48FFB94AEE544EED8,C1EEE79368F63411A1E69E29F3839557
SRR1300391,22-Jul-15,30-May-14,33117596,3311759600,33117596,100,2043,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300391,SRX554196,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621481,SAMN02739973,simple,83371,Detonula confervacea,MMETSP1058,,,,,,,no,,,,,NCGR,SRA167331,,public,C40E9F9598937DBB079BF7CF6555AF45,EBD5C23DB372269E8F144D9F5F6BF895
SRR1300392,22-Jul-15,30-May-14,35892470,3589247000,35892470,100,2211,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300392,SRX554197,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621482,SAMN02740323,simple,35127,Thalassiosira,MMETSP1059,,,,,,,no,,,,,NCGR,SRA167331,,public,71909BD937EF9622BD975365E9044236,64715CE873167307F50A96AEFCF3F885
SRR1300393,22-Jul-15,30-May-14,37990778,3799077800,37990778,100,2360,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300393,SRX554198,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621483,SAMN02740343,simple,37318,Pseudo-nitzschia pungens,MMETSP1060,,,,,,,no,,,,,NCGR,SRA167331,,public,FBDA13F5BBF0BC0276BBDA78B7EB31D7,3284D540926CF8F2B1E58FA78F60357B
SRR1300394,22-Jul-15,30-May-14,35141414,3514141400,35141414,100,2188,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300394,SRX554199,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621484,SAMN02740344,simple,37318,Pseudo-nitzschia pungens,MMETSP1061,,,,,,,no,,,,,NCGR,SRA167331,,public,BB2903CA19F63B879605013D94B5FDF9,189075CD078AF0C72C802B493121FBDF
SRR1300395,22-Jul-15,30-May-14,27329023,2732902300,27329023,100,1659,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300395,SRX554200,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621485,SAMN02740070,simple,202472,Aulacoseira subarctica,MMETSP1064,,,,,,,no,,,,,NCGR,SRA167331,,public,AA1742F44D65EBB7759FC709698974D2,3B8586B1E0827ADF44B01A977F7A6BD7
SRR1300396,22-Jul-15,30-May-14,33001017,3300101700,33001017,100,2007,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300396,SRX554201,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621486,SAMN02739958,simple,265537,Amphiprora paludosa,MMETSP1065,,,,,,,no,,,,,NCGR,SRA167331,,public,1527C7D79A46E1DB05147D62F4ED3B07,85E9B36A0ECE03FCB367119C29F9F9B2
SRR1300397,22-Jul-15,30-May-14,33025211,3302521100,33025211,100,2008,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300397,SRX554202,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621488,SAMN02740212,simple,671091,Coscinodiscus wailesii,MMETSP1066,,,,,,,no,,,,,NCGR,SRA167331,,public,09AD92E00F67E2CB0BFFAC829929E1A3,748541F8E892A694B87BBED092296857
SRR1300398,22-Jul-15,30-May-14,28215677,2821567700,28215677,100,1866,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300398,SRX554203,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621487,SAMN02740239,simple,265564,Thalassiosira punctigera,MMETSP1067,,,,,,,no,,,,,NCGR,SRA167331,,public,552D6BB6195389E6C87CE9CD073981CC,92DC690BF1BCBCF4951FB3613EE21EBC
SRR1300399,22-Jul-15,30-May-14,29733867,2973386700,29733867,100,1998,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300399,SRX554204,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621489,SAMN02740077,simple,35684,Pseudopedinella elastica,MMETSP1068,,,,,,,no,,,,,NCGR,SRA167331,,public,2AC219E8559D40FDE6FC8E8A36B31F34,50B82FB52B24D779DC5B37AA06FB97ED
SRR1300400,22-Jul-15,30-May-14,28724013,2872401300,28724013,100,1820,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300400,SRX554205,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621490,SAMN02739984,simple,4773,Schizochytrium aggregatum,MMETSP0964,,,,,,,no,,,,,NCGR,SRA167331,,public,9700ED61FF58B2EAE87BB0FB207CD616,2F05FBEE3A6B5737B3998A7FCFC2316D
SRR1300401,22-Jul-15,30-May-14,28156802,2815680200,28156802,100,1705,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300401,SRX554206,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621491,SAMN02740280,simple,215587,Aplanochytrium stocchinoi,MMETSP1348,,,,,,,no,,,,,NCGR,SRA167331,,public,265F1778F5A5A73004A297F0D24E1C0F,8C292A49F1A3084A977EA15B646F773C
SRR1300402,22-Jul-15,30-May-14,30209728,3020972800,30209728,100,2009,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300402,SRX554207,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621492,SAMN02740589,simple,464990,Hemiselmis tepida,MMETSP1355,,,,,,,no,,,,,NCGR,SRA167331,,public,F9795744D5C098990BB1A48FC7D01C61,3ED0E8B01D90C8A952105A2FCBB4AACE
SRR1300403,22-Jul-15,30-May-14,26307061,2630706100,26307061,100,1655,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300403,SRX554208,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621493,SAMN02740590,simple,77927,Hemiselmis virescens,MMETSP1356,,,,,,,no,,,,,NCGR,SRA167331,,public,E462DB673CDBA831390D294E96487C32,3CA0BBC52EB23E16336050EF2B33CEED
SRR1300404,22-Jul-15,30-May-14,25587270,2558727000,25587270,100,1618,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300404,SRX554209,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621494,SAMN02740591,simple,77926,Hemiselmis rufescens,MMETSP1357,,,,,,,no,,,,,NCGR,SRA167331,,public,726AEBDF5E8C8E89F2936C30960DC3C0,B30C96243E28829A459A3CF72C866866
SRR1300405,22-Jul-15,30-May-14,23646734,2364673400,23646734,100,1395,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300405,SRX554210,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621495,SAMN02740592,simple,227086,Bigelowiella natans,MMETSP1358,,,,,,,no,,,,,NCGR,SRA167331,,public,D4722A9ABDA985AEA09C86A9E429DBF3,B26B9AC35D3B04F21663272B85D654E7
SRR1300406,22-Jul-15,30-May-14,24263037,2426303700,24263037,100,1433,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300406,SRX554211,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621496,SAMN02740593,simple,552665,Bigelowiella longifila,MMETSP1359,,,,,,,no,,,,,NCGR,SRA167331,,public,5E76B62241A24B2DDCC455D57DEA7C41,79612F86E23B6D91370BF9CB3D51401F
SRR1300407,22-Jul-15,30-May-14,40559018,4055901800,40559018,100,2491,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300407,SRX554212,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621497,SAMN02740357,simple,267567,Skeletonema marinoi,MMETSP0918,,,,,,,no,,,,,NCGR,SRA167331,,public,A10C77F603B5486C4F205DC7A9C74BE0,D9CA72FBAF8963EB0E11E3349169462E
SRR1300408,22-Jul-15,30-May-14,21512212,2151221200,21512212,100,1298,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300408,SRX554213,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621499,SAMN02740588,simple,265584,Stauroneis constricta,MMETSP1352,,,,,,,no,,,,,NCGR,SRA167331,,public,41FCFFD67AFE27E13D952A6167C5EA51,DBB7193A5C1F15F1F362FAE2AF7277FF
SRR1300409,22-Jul-15,30-May-14,20317877,2031787700,20317877,100,1260,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300409,SRX554214,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621498,SAMN02740358,simple,267567,Skeletonema marinoi,MMETSP0920,,,,,,,no,,,,,NCGR,SRA167331,,public,50E64C20AEFB98643B8CC636C0930567,91698A0C045D19B6D26F64CD43A1C16D
SRR1300410,22-Jul-15,30-May-14,18495627,1849562700,18495627,100,1164,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300410,SRX554215,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621501,SAMN02739982,simple,4773,Schizochytrium aggregatum,MMETSP0962,,,,,,,no,,,,,NCGR,SRA167331,,public,98FDBF8025CB354891C1916082A4BCA5,F7A2BB2F00BC0152942C2E72A6A39B51
SRR1300411,22-Jul-15,30-May-14,18936041,1893604100,18936041,100,1137,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300411,SRX554216,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621500,SAMN02739983,simple,4773,Schizochytrium aggregatum,MMETSP0963,,,,,,,no,,,,,NCGR,SRA167331,,public,C0F85AC74B901D7FF62D36B9409E2E5F,5B7BC4803C639089A7C681A05A784F48
SRR1300412,22-Jul-15,30-May-14,18808182,1880818200,18808182,100,1133,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300412,SRX554217,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621502,SAMN02739985,simple,4773,Schizochytrium aggregatum,MMETSP0965,,,,,,,no,,,,,NCGR,SRA167331,,public,C16921B3D2D79F9A0277D2AC090ECB37,8800429A37DC0B7F4941144C515532A0
SRR1300413,22-Jul-15,30-May-14,10761790,1076179000,10761790,100,591,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300413,SRX554218,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621503,SAMN02740279,simple,215587,Aplanochytrium stocchinoi,MMETSP1347,,,,,,,no,,,,,NCGR,SRA167331,,public,5C7F45347E4EF9D6F0606E3D99969812,99E6949B1BC8C707921755FB322050E9
SRR1300414,22-Jul-15,30-May-14,21463006,2146300600,21463006,100,1181,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300414,SRX554219,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621504,SAMN02740281,simple,215587,Aplanochytrium stocchinoi,MMETSP1349,,,,,,,no,,,,,NCGR,SRA167331,,public,805AF560041E58B31D5A57151303F1B5,607C7E1801ADD1400763E4CFD4FB3F5A
SRR1300415,22-Jul-15,30-May-14,17806006,1780600600,17806006,100,1120,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300415,SRX554220,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621505,SAMN02739976,simple,156173,Haptolina brevifila,MMETSP1094,,,,,,,no,,,,,NCGR,SRA167331,,public,79851C44EE659EB0F8D0A5A1E136A686,A2513AFABDDFEE3085A5E8538734B4B9
SRR1300416,22-Jul-15,30-May-14,25445474,2544547400,25445474,100,1554,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300416,SRX554221,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621506,SAMN02740021,simple,89044,Spumella elongata,MMETSP1098,,,,,,,no,,,,,NCGR,SRA167331,,public,999CFA4574BC8B8AD35685B40AC54A88,21850D4BC0C9430BEE275759D817A1B8
SRR1300417,22-Jul-15,30-May-14,11182199,1118219900,11182199,100,689,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300417,SRX554222,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621508,SAMN02740550,simple,33652,Cafeteria,MMETSP1104,,,,,,,no,,,,,NCGR,SRA167331,,public,AC85B44331DA575C37A755ECF4D4DC88,1E74BD07AE7AD17DC116916830AF44EB
SRR1300418,22-Jul-15,30-May-14,18694275,1869427500,18694275,100,1085,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300418,SRX554223,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621507,SAMN02740551,simple,36770,Paraphysomonas vestita,MMETSP1107,,,,,,,no,,,,,NCGR,SRA167331,,public,F970BB241D51556792F3599EC95A12CE,549A5917FC985A32CB725F7FDBC669BB
SRR1300419,22-Jul-15,30-May-14,18960925,1896092500,18960925,100,1213,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300419,SRX554224,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621509,SAMN02740552,simple,312471,Neobodo designis,MMETSP1114,,,,,,,no,,,,,NCGR,SRA167331,,public,5B44F9EF257B10EFCC690442A69DDF4C,BD4A74DA6DD48728232BCAEDE74073CA
